Country,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Nigeria,NGA,5.015934757,5.917684652,15.32915574,7.34719497,9.250558228,6.438516525,6.059428031,6.591130361,6.764472778,8.036925102,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082
North Macedonia,MKD,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.17415085,-4.531995024
Northern Mariana Islands,MNP,..,..,..,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.34501142,-11.14258735,..
Norway,NOR,3.204979222,2.074790394,1.44625414,0.910105664,3.96941456,2.625419938,2.399828426,2.994251851,0.476379999,-1.727020309,0.701833824,0.981434479,2.703109471,1.034072914,1.969544301,1.967128438,1.071558977,2.323258407,1.118828827,0.851897614,-0.762477535
Oman,OMN,6.551066393,4.482802283,-1.10090483,-2.668591212,1.292205037,2.490221492,5.371888789,4.452684151,8.200077978,6.112395533,1.71398521,2.658868673,9.045042934,5.104799427,1.458555782,4.630374517,5.097067605,0.346322041,0.919398934,-0.825239185,..
Pakistan,PAK,4.260088011,3.554418216,2.508337724,5.777033992,7.546860015,6.518778074,5.898984441,4.832817277,1.701405465,2.831658519,1.606688629,2.748405917,3.50703342,4.396456633,4.674707981,4.731147475,5.526735845,5.554277437,5.836417498,0.98882944,0.525527439
Palau,PLW,..,6.4401233,3.579391408,-3.263369863,4.856009146,3.959868893,-0.405653116,2.021153899,-5.781917893,-6.590462376,0.216072674,6.683682862,1.672602595,-3.387316396,6.293847377,7.539069794,-0.08336373,-1.916360453,4.058885124,-4.247302016,..
Panama,PAN,2.715374155,0.574272791,2.229149417,4.205495945,7.522079658,7.191279402,8.652465611,11.98398539,9.855654852,1.242992318,5.827839392,11.31373175,9.778545547,6.903948051,5.066422355,5.733054296,4.953211423,5.591148876,3.598112758,3.039750211,-17.94933167
Papua New Guinea,PNG,-2.494841993,-0.121288606,-0.158900533,2.164102502,2.721175741,6.344795923,5.409944091,7.815189229,-0.296457846,6.800421483,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,5.859794197,-3.878818537
Paraguay,PRY,-2.314140568,-0.834054717,-0.021404395,4.320745486,4.057418364,2.133490665,4.807117193,5.421622872,6.49629212,-0.261137328,11.09523127,4.286371207,-0.708043112,8.293076489,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-1
Peru,PER,2.694371398,0.617892326,5.453528938,4.165023137,4.958203206,6.285060325,7.528899044,8.518387769,9.126568301,1.095823659,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.96915687,2.203974749,-11.14881188
Philippines,PHL,4.411222159,3.049231345,3.716255002,5.086911135,6.569228512,4.942505119,5.316416821,6.51929155,4.344487305,1.448323063,7.33449996,3.858232828,6.896951711,6.750531301,6.347987483,6.348309717,7.14945675,6.930988326,6.341485571,6.118525663,-9.573029875
Poland,POL,4.561025468,1.258472694,2.035903501,3.498399184,4.982822123,3.506847453,6.131143946,7.061543813,4.199962292,2.832184589,3.740517779,4.757638004,1.324890828,1.125767836,3.378578073,4.236326306,3.141731229,4.83065457,5.353704746,4.540919514,-2.701709195
Portugal,PRT,3.816178063,1.943672296,0.770924024,-0.930521193,1.788735682,0.781848216,1.625034176,2.506579646,0.319247925,-3.12207942,1.737625476,-1.696164781,-4.057293608,-0.922644675,0.792190302,1.792046046,2.019485396,3.506345285,2.849326461,2.488958606,-7.563616423
Puerto Rico,PRI,3.271964529,6.313471555,0.916459384,0.053419805,8.748676927,-1.986938733,-1.409414024,-1.16280669,-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.885954759,-4.147474747,1.484814635,-3.903305193
Qatar,QAT,..,3.898186662,7.18215168,3.719958677,19.21891534,7.492758483,26.17024567,17.98565682,17.66355636,11.95656113,19.59233153,13.37517642,4.730011832,5.556040641,5.334323299,4.753345721,3.064191883,-1.49760469,1.234872192,0.774808391,-3.667835526
Romania,ROU,2.461263459,5.218136257,5.70299165,2.341147329,10.42811302,4.668148051,8.028811076,7.233807744,9.307467171,-5.517394408,-3.90123628,1.906067707,2.040665131,3.770962304,3.608723653,2.953674037,4.702997747,7.319448529,4.474523775,4.127450998,-3.859373593
Russian Federation,RUS,10.00006682,5.100051225,4.699991909,7.299952345,7.19994787,6.399965448,8.200068255,8.499977768,5.199969265,-7.799993913,4.5,4.300029186,4.024086157,1.755422149,0.736267221,-1.972719226,0.193690072,1.825790064,2.80724541,2.032982739,-2.951273899
Rwanda,RWA,8.37091824,8.484564136,13.19207266,2.202365531,7.447679676,9.377899425,9.227077874,7.633281208,11.16124324,6.248259929,7.334656108,7.958406046,8.641500169,4.719854196,6.167166701,8.856844355,5.970744298,3.976289694,8.579424541,9.460682482,-3.355472122
Samoa,WSM,6.918794454,6.939761793,4.343996108,4.515482455,4.625000762,4.156489543,1.968808341,6.322644804,1.009087755,-4.808273849,0.479158678,4.173393458,-4.08872377,-0.418844399,0.078245335,4.272188528,8.054160438,1.044879689,-2.063273066,3.580625558,-2.742567396
San Marino,SMR,2.179379715,5.578342904,0.310800311,3.872966692,4.548844146,2.42510699,3.830083565,7.109322602,-0.500939261,-10.32095658,-5.473684211,-8.314773571,-7.044534413,-0.783972125,-0.7023705,2.291505561,2.344405861,0.258265466,1.544761129,2.374701565,..
Sao Tome and Principe,STP,..,..,2.37687824,6.573476922,3.832223902,7.093773747,9.115642105,3.253605149,8.186174056,2.426282361,6.671983657,4.398202015,3.14197646,4.814792654,6.549934955,3.911337989,4.164768974,3.848980918,2.945268909,2.210855833,3.089725555
Saudi Arabia,SAU,5.625416143,-1.210743863,-2.819174404,11.24206139,7.958441664,5.573850121,2.788402228,1.847130252,6.249772755,-2.05924919,5.039484027,9.996846554,5.411444902,2.699254723,3.652481698,4.10640887,1.670624758,-0.741502653,2.434110781,0.331435729,-4.106583412
Senegal,SEN,3.887210958,4.310851466,0.068696575,5.593950945,4.643293937,4.310238526,2.330770983,2.827119201,3.703169064,2.752104485,3.390889253,1.33409108,4.002995551,2.412385276,6.224074438,6.367043651,6.356068572,7.407486186,6.209241034,4.402406836,0.870408532
Serbia,SRB,6.13181309,6.878774765,6.380405304,4.387757023,9.028196928,5.530347121,5.107790141,6.439525554,5.655576622,-2.731751989,0.731044553,2.036276689,-0.681542369,2.892636734,-1.58951032,1.806059265,3.338586765,2.101163847,4.495121293,4.24851344,-0.979714616
Seychelles,SYC,1.514338815,-2.271162762,1.212831267,-5.887127528,-2.850453659,9.005761428,9.40612788,10.42143611,-2.146892655,-1.105245793,5.954962469,7.887279597,1.260828834,6.018076825,4.504785244,4.937385619,4.562623278,4.821336987,1.327618768,1.552403379,-10.72048707
Sierra Leone,SLE,6.652727885,-6.345455153,26.4173166,9.313120969,6.59794486,4.505095672,4.223914279,8.058145152,5.39828521,3.188051216,5.346466052,6.315045036,15.18176908,20.71576829,4.556772366,-20.59877072,6.055474029,4.211182649,3.446162621,5.600483383,-2.162497231
Singapore,SGP,9.039146751,-1.069015885,3.914609745,4.535779654,9.819591677,7.359033677,9.00514373,9.022133014,1.868245534,0.120982742,14.52563899,6.337870814,4.461608951,4.837298646,3.938002729,2.988520676,3.329034458,4.520379476,3.497469601,1.345217486,-5.391021406
Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,3.199994022,4.600002996,1.39054667,1.306727883,1.580384638,0.4,0.5,-5.8,-6.6,..,..
Slovak Republic,SVK,1.166528247,3.253782729,4.509444001,5.499082151,5.278879991,6.623463215,8.493177587,10.83202883,5.574886362,-5.455533231,5.871256109,2.847218178,1.896742271,0.666535042,2.641589746,4.81489967,2.132727784,2.989520318,3.650123358,2.511588141,-4.754325341
Slovenia,SVN,3.67237155,3.216560335,3.505598057,2.960260286,4.359192778,3.797972642,5.746396901,6.980160755,3.509841517,-7.548437791,1.343748472,0.861327733,-2.639438757,-1.029282772,2.768158831,2.210081607,3.191852518,4.79354876,4.384501721,3.184341624,-5.532207845
Solomon Islands,SLB,-14.27513698,-7.963378822,-2.796546547,6.526356439,6.652166032,5.540448674,4.863123994,4.453316953,5.807115554,2.556620814,8.616718602,7.2720469,1.860465116,5.331050228,1.051262599,1.415701416,5.879864636,5.343587695,3.94424955,1.204049986,-4.317260027
Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.363823227,3.463855422,2.886948083,1.391181325,2.790697674,2.895927602,-1.495162709
South Africa,ZAF,4.200003476,2.699994567,3.700382352,2.949079137,4.554552745,5.277056312,5.603797657,5.360475891,3.191046741,-1.538089334,3.039730814,3.284168142,2.213354808,2.4852005,1.846991604,1.193732801,0.39908793,1.414512626,0.78705557,0.152583317,-6.959604452
South Sudan,SSD,..,..,..,..,..,..,..,..,..,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648477,-10.79336463,..,..,..,..,..
Spain,ESP,5.24599468,3.932948843,2.731022232,2.981894836,3.122795242,3.652032674,4.102727115,3.604687971,0.887145182,-3.763231927,0.163010231,-0.814373455,-2.959441302,-1.435394259,1.383907943,3.83517266,3.03130133,2.973641191,2.430047145,1.950126894,-10.83894734
Sri Lanka,LKA,6.00003316,-1.545408134,3.964675686,5.940269078,5.445061278,6.241748045,7.6682919,6.796826119,5.950088145,3.538912053,8.015967371,8.404733021,9.144572246,3.39573265,4.960700592,5.007683305,4.486634531,3.578169679,3.272000479,2.255176529,-3.569076137
St. Kitts and Nevis,KNA,10.04280842,5.25344983,1.367715073,-3.93339486,3.996346661,9.732820703,3.149788354,0.600605778,6.121597843,-4.047892071,-0.609318192,1.828435302,-2.228012307,5.383690734,6.284804235,1.033704225,2.826378868,-1.977829212,2.924450454,2.054103135,-10.74339098
St. Lucia,LCA,0.048748554,-3.408063962,0.416450493,4.264611487,7.26740887,-0.410304726,6.195257291,1.691618574,4.94932194,-2.828899548,1.603862385,5.483411333,-0.19985174,-3.174377604,1.758665901,-1.360484662,3.986868948,3.48884866,2.639462354,1.728838432,-20.21154919
St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,1.639033243,1.709991316,6.32121541,7.689536647,4.156329273,2.488357778,7.687938632,3.342810895,1.584489485,-2.099141864,-3.353369,-0.419296168,1.382087412,1.832976653,1.21403892,1.330275498,1.897440944,1.000357879,2.163128944,0.494924137,-2.728124332
Sudan,SDN,6.345867769,6.500360421,6.427273901,7.734591717,3.883307291,7.489738142,10.064308,11.52191003,7.801963334,3.241847572,3.469317028,-0.016809789,0.688184602,6.796873463,7.043121941,4.009848018,3.574763158,4.674112518,2.817443643,-1.32642451,-1.5621618
Suriname,SUR,2.09999866,4.20000005,2.800000889,6.299999082,8.500000274,4.500000692,5.793543589,5.111487808,4.143406525,3.01369863,5.168825162,5.849367784,2.690350057,2.93344123,0.255503145,-3.411095864,-4.915786469,1.567191065,4.948270766,1.098467778,-14.5
Sweden,SWE,4.766348871,1.449498618,2.196921062,2.30981059,4.336856154,2.85880324,4.662773552,3.439221776,-0.450559257,-4.339790575,5.952107008,3.195333235,-0.588304569,1.187775716,2.657798275,4.489281588,2.070593151,2.567924525,1.950022846,1.369856989,-2.817819572
Switzerland,CHE,3.976409234,1.575817262,-0.005506463,-0.046846373,2.821528115,2.882638434,4.015007608,3.995722246,2.755511436,-2.07963322,3.268101656,1.920445985,1.217193657,1.821667791,2.446845157,1.657768711,2.045186469,1.584819616,3.013405102,1.081930843,-2.870251911
Syrian Arab Republic,SYR,2.742857397,5.20094281,5.9,0.6,6.900000004,6.2,4.999999998,5.699999996,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,8.324324495,9.580836178,10.80000376,10.99999908,10.29999894,6.699998517,7.000003211,7.800000119,7.899998272,3.900001148,6.499999086,7.4000006,7.499999463,7.399999747,6.70000069,5.999999264,6.89999962,7.100001403,7.599999387,7.399999638,4.499999517
Tanzania,TZA,4.520784635,6.070808288,7.093194984,6.672789829,7.50381466,7.476319258,6.53222139,6.768535202,5.68641686,5.269105248,6.336523427,7.672155435,4.50015356,6.781585601,6.732461868,6.160628774,6.867116196,6.785680114,5.444967632,5.791371376,2.003858269
Thailand,THA,4.455247043,3.44424901,6.149036052,7.189243303,6.289342143,4.187638429,4.967810892,5.435151691,1.725698849,-0.690618232,7.513390533,0.840132083,7.242796202,2.687495563,0.984468864,3.134047249,3.435157717,4.177681032,4.189585496,2.266433672,-6.087220285
Timor-Leste,TLS,..,16.34768915,-6.700689283,-2.182275573,0.400003531,3.018182523,-4.106163715,10.22882431,11.33596537,9.989625539,9.459876642,5.805105362,6.021571005,2.119224319,4.449568823,2.910035015,3.36489797,-4.103609745,-1.053902251,18.7235248,-8.702548486
Togo,TGO,-0.78347961,0.823438749,3.826622582,6.720171421,-0.978665336,-4.666299379,2.650132097,-1.175120389,4.062252828,5.537910972,6.099259161,6.398199052,6.543507031,6.112343078,5.920588571,5.742868453,5.559079306,4.347748238,4.9762131,5.459921448,1.752800749
Tonga,TON,0.875990063,3.748925693,4.848012814,2.308045494,-2.410700609,0.081033894,-0.148635323,0.271095291,4.750169656,-5.199109037,0.803490183,6.818276144,0.823102718,0.312307909,2.01870046,1.171888256,6.571000501,3.322432544,0.300009404,0.734030017,..
Trinidad and Tobago,TTO,6.901359591,4.168523982,7.936709687,14.44098954,7.950051511,6.20893788,13.20805861,4.754209701,3.391737078,-4.391729247,3.32322471,-0.294354409,1.269964365,2.229074805,-0.912544969,1.483781034,-5.601818139,-2.987340197,0.066049775,-1.246427336,-7.831876497
Tunisia,TUN,4.709972903,3.796271547,1.322557147,4.702399649,6.235790615,3.486545622,5.244099762,6.709521019,4.237781547,3.043450093,3.511164066,-1.917695771,4.088550139,2.821657051,2.872822672,1.165860578,1.249338582,1.918055729,2.663592389,1.043261757,-8.600310283
Turkey,TUR,6.933239705,-5.750006555,6.447722047,5.763206067,9.795936389,8.992304936,6.947988086,5.043507932,0.815024573,-4.823153953,8.427104323,11.20011058,4.788492711,8.485816997,4.939715161,6.084486904,3.323084208,7.501997489,2.958966728,0.916534796,1.756650763
Turkmenistan,TKM,5.469064133,4.343845714,0.257179925,3.26882856,5.000407438,13.03403487,10.97330833,11.05929947,14.7,6.100000115,9.199999988,14.69999993,11.09999996,10.2000001,10.29999997,6.49999991,6.199999966,6.500000047,6.199999941,6.3,..
Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,-0.972299355,1.070877013,8.711296582,11.31483413,7.25118055,-2.490218992,5.610956374,5.324551483,-26.80000429
Tuvalu,TUV,-0.970599814,1.634107644,7.886174359,-3.333536533,-1.352181114,-3.779729962,2.138938329,6.350564875,7.983260905,-4.432851394,-2.729427912,7.515954206,-3.835748821,4.576823704,1.348012682,9.142893933,3.034723153,4.094017717,2.5,9.756097561,4.4
Uganda,UGA,3.141907338,5.183661126,8.732685764,6.473258672,6.807233344,6.332565116,10.78474439,8.412425965,8.708751901,6.801517348,5.637611638,9.391655493,3.837455606,3.586905826,5.106307324,5.187859863,4.781000291,3.809129029,6.162619139,6.803326813,2.857581274
Ukraine,UKR,5.899999999,9.203694816,5.24934062,9.515923065,12.10876949,2.997300112,7.439917934,7.593520408,2.304024911,-14.75856217,3.834392505,5.465501846,0.238681721,-0.02669789,-6.552631294,-9.772960791,2.235067619,2.466035625,3.405295518,3.221483145,-4.020317714
United Arab Emirates,ARE,10.85270421,1.39908503,2.43345681,8.800540815,9.566436637,4.855141196,9.837319773,3.184390174,3.191836276,-5.242921907,1.602809961,6.930271629,4.484626085,5.053345825,4.284303686,5.105936984,3.060964308,2.37353671,1.189855638,1.677720373,..
United Kingdom,GBR,3.506217426,2.730335651,2.178744368,3.321881725,2.286278175,2.955691743,2.693800367,2.360575861,-0.278780161,-4.113949331,2.074050953,1.275708411,1.430396029,2.186113352,2.862728671,2.363069511,1.722385904,1.740309443,1.252590613,1.370814722,-9.790240362
United States,USA,4.127484017,0.998340792,1.741695251,2.861210768,3.798891125,3.513213799,2.854972294,1.876171454,-0.136579803,-2.536757067,2.56376656,1.550835505,2.249545852,1.842081071,2.525973446,3.07551465,1.711426774,2.332679395,2.996464352,2.161176515,-3.486139557
Uruguay,URY,-1.929930638,-3.844129949,-7.732007206,0.805283915,5.004160334,7.460132138,4.098577364,6.541510842,7.176144668,4.243494175,7.803409666,5.162133029,3.538178707,4.637538641,3.238791217,0.370741265,1.689798164,1.627753973,0.477907184,0.350447153,-5.858721243
Uzbekistan,UZB,3.834999999,4.16383825,3.973488192,4.232627382,7.449000605,6.950007197,7.451418476,9.473005305,9.029161017,8.050933328,7.597167961,7.784905864,7.375687986,7.584537849,7.17939955,7.447705075,6.094210239,4.46152609,5.446444862,5.79837496,1.647797102
Vanuatu,VUT,5.924809057,-3.397582489,-5.198318759,4.288335117,3.987392802,5.305326473,8.465159865,2.871659844,5.602991462,3.037246028,1.260681797,3.137874086,1.010029914,0.468608459,3.12624625,0.371578452,4.688677823,6.315604199,2.900230273,3.264589732,-9.235328461
"Venezuela, RB",VEN,3.686944167,3.394236108,-8.855647353,-7.75530005,18.28660669,10.3179138,9.872149109,8.753578808,5.277854124,-3.202302657,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,..,..,..,..,..,..
Vietnam,VNM,6.787316408,6.192893312,6.320820988,6.899063492,7.536410612,7.547247727,6.977954812,7.129504484,5.661771208,5.397897543,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637,6.679288789,6.210811668,6.81224566,7.075788617,7.017434882,2.905835584
Virgin Islands (U.S.),VIR,..,..,..,-0.334104343,2.939659618,3.632264529,3.625815809,4.03545603,0.941704036,-6.64149267,0.904116108,-8.158453195,-15.01925546,-5.83081571,-0.866217517,0.258899676,1.129761136,-0.606447494,1.509312781,..,..
West Bank and Gaza,PSE,-8.556183291,-9.310638168,-12.48919176,14.01586549,21.92523949,11.29065118,-0.996556103,3.788281521,7.429182255,8.593490879,5.777362056,9.600808489,6.096456563,4.698569866,-0.157866651,3.721299671,8.86461882,1.419367563,1.227077378,1.362687466,-11.45745151
"Yemen, Rep.",YEM,6.181915593,3.803645872,3.935231505,3.747398185,3.972696401,5.591748076,3.170409359,3.338427956,3.64756947,3.866229516,7.70230704,-12.71482302,2.392885682,4.823414981,-0.188573712,-27.99454625,-9.375123818,-5.071795639,0.75244741,..,..
Zambia,ZMB,3.897322943,5.316868274,4.50601428,6.944973982,7.032395115,7.235599007,7.903694445,8.352436244,7.773895815,9.220348406,10.29822332,5.564602337,7.597593211,5.05723174,4.697992363,2.920375112,3.776679146,3.504336096,4.034378235,1.441784548,-3.016188903
Zimbabwe,ZWE,-3.059189762,1.439615384,-8.894023633,-16.99507469,-5.807538055,-5.71108368,-3.461495192,-3.653326859,-17.66894629,12.01955993,19.67532314,14.19391296,16.66542877,1.989492762,2.376929327,1.779872703,0.755869251,4.699399849,3.497159535,-8.1,-8
